"SAMPLE_POINT","SAMPLE_DATE","TEST","TEST_METHOD","RESULT","OPERATOR","RESULT_UNITS","STATUS"
"Lake Albert - Water Level Recorder",18/08/2008 11:00:00,"sodium (soluble)","Filtration (0.45 um): ICP","764","=","mg/L",""
"Lake Albert - Water Level Recorder",18/08/2008 11:00:00,"sodium adsorption ratio","Calculation","13.4","=","SAR",""
"Lake Albert - Water Level Recorder",18/08/2008 11:00:00,"sodium to total cations ratio","calculation","71.6","=","percent",""
"Lake Albert - Water Level Recorder",18/08/2008 11:00:00,"sulphate","0.45um filtration/1% HNO3, ICP emission spectro","247","=","mg/L",""
"Lake Albert - Water Level Recorder",18/08/2008 11:00:00,"total dissolved solids (by EC)","Calculated from EC (AWQC algorithm)","2700","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","2.94","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"alkalinity (as CaCO3)","Calculation","219","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".01","<","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"aluminium (total)","Acid digest: ICP2 (high level detection)","2.42","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"ammonia (as N)","Auto phenate method",".008","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"arsenic (inorganic)","Hydride generation: AAS",".001","<","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"bicarbonate","potentiometric titration","267","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"calcium (soluble)","Filtration (0.45 um): ICP","64.6","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"carbonate","Potentiometric titration method","0","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"chloride","Automated ferricyanide colorimetric method","1310","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"iron (soluble)","Filtration (0.45 um): ICP2",".005","<","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"iron (total)","Acid digest: ICP2","2.87","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"magnesium (soluble)","Filtration (0.45 um): ICP","108","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"manganese (soluble)","Acid digest: ICP-MS (water)",".001","<","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"manganese (total)","Acid digest: ICP-MS (freshwater)",".052","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"nitrogen (total as N)","sum of oxidised N and TKN","2.94","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"organic carbon (dissolved)","Hot persulphate oxidation","12.5","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"organic carbon (total)","Hot persulphate oxidation","26.2","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction",".005","<","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"pH","Electometric method","8.2","=","pH Units",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"phosphorus (sol as P)","MF(0.45um): colorimetry (field filtered)",".005","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"phosphorus (total as P)","Ascorbic acid: automated flow colorimetry (water)",".217","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"potassium (soluble)","Filtration (0.45 um): ICP","31.5","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"sodium (soluble)","Filtration (0.45 um): ICP","800","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"strontium (soluble)","Filtration (0.45 um): ICP-MS","1.28","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"sulphate","0.45um filtration/1% HNO3, ICP emission spectro","248","=","mg/L",""
"Lake Albert - Water Level Recorder",01/09/2008 12:00:00,"sulphur - (total as S)","Acid digest: ICP","78.3","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","12.01","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","3599.2","=","uS/cm",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"Turbidity","Field nephelometer probe (UofA)","98.4","=","NTU",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"Volatile Suspended Solids","Muffle furnace @ 550C","45.1","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"bathymetric depth","Measured depth to bottom","1.2","=","Metres (m)",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"chlorophyll pigments (total)","absorbance@665nm - 99% methanol","116.1","=","ug/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"pH","Electrometric method (field test)","9.07","=","pH Units",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"sampling depth","measured from water surface","0","=","Metres (m)",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"suspended solids (total inorganic)","Muffle furnace @ 550C (Uni of Adelaide)","110","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"suspended solids (total)","Total suspended solids dried at 103-105 C","155.1","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:10:00,"temperature","field test","13.5","=","Degrees C",""
"Lake Albert - Water Level Recorder",02/09/2008 18:11:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","11.98","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:11:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","3590.4","=","uS/cm",""
"Lake Albert - Water Level Recorder",02/09/2008 18:11:00,"Turbidity","Field nephelometer probe (UofA)","100","=","NTU",""
"Lake Albert - Water Level Recorder",02/09/2008 18:11:00,"pH","Electrometric method (field test)","8.86","=","pH Units",""
"Lake Albert - Water Level Recorder",02/09/2008 18:11:00,"sampling depth","measured from water surface",".25","=","Metres (m)",""
"Lake Albert - Water Level Recorder",02/09/2008 18:11:00,"temperature","field test","13.5","=","Degrees C",""
"Lake Albert - Water Level Recorder",02/09/2008 18:12:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","12.11","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:12:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","3572.8","=","uS/cm",""
"Lake Albert - Water Level Recorder",02/09/2008 18:12:00,"Turbidity","Field nephelometer probe (UofA)","95.1","=","NTU",""
"Lake Albert - Water Level Recorder",02/09/2008 18:12:00,"pH","Electrometric method (field test)","8.7","=","pH Units",""
"Lake Albert - Water Level Recorder",02/09/2008 18:12:00,"sampling depth","measured from water surface",".5","=","Metres (m)",""
"Lake Albert - Water Level Recorder",02/09/2008 18:12:00,"temperature","field test","13.5","=","Degrees C",""
"Lake Albert - Water Level Recorder",02/09/2008 18:13:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","12.09","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:13:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","3572.8","=","uS/cm",""
"Lake Albert - Water Level Recorder",02/09/2008 18:13:00,"Turbidity","Field nephelometer probe (UofA)","98.6","=","NTU",""
"Lake Albert - Water Level Recorder",02/09/2008 18:13:00,"pH","Electrometric method (field test)","8.76","=","pH Units",""
"Lake Albert - Water Level Recorder",02/09/2008 18:13:00,"sampling depth","measured from water surface",".75","=","Metres (m)",""
"Lake Albert - Water Level Recorder",02/09/2008 18:13:00,"temperature","field test","13.5","=","Degrees C",""
"Lake Albert - Water Level Recorder",02/09/2008 18:14:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","12","=","mg/L",""
"Lake Albert - Water Level Recorder",02/09/2008 18:14:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","3572.8","=","uS/cm",""
"Lake Albert - Water Level Recorder",02/09/2008 18:14:00,"Turbidity","Field nephelometer probe (UofA)","98.7","=","NTU",""
"Lake Albert - Water Level Recorder",02/09/2008 18:14:00,"pH","Electrometric method (field test)","8.52","=","pH Units",""
"Lake Albert - Water Level Recorder",02/09/2008 18:14:00,"sampling depth","measured from water surface","1","=","Metres (m)",""
"Lake Albert - Water Level Recorder",02/09/2008 18:14:00,"temperature","field test","13.5","=","Degrees C",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"Electrical Conductivity (25C)","electrometric ( in lab)","5180","=","uS/cm",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"Langelier index","derived by calculation","1.16","=","-",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","3.42","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"Turbidity","Field nephelometer probe (UofA)","97","=","NTU",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"alkalinity (as CaCO3)","Calculation","229","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".01","<","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"aluminium (total)","Acid digest: ICP2 (high level detection)","1.45","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"arsenic (inorganic)","Hydride generation: AAS",".002","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"bicarbonate","potentiometric titration","250","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"calcium (soluble)","Filtration (0.45 um): ICP","66","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"calcium hardness (as CaCO3)","calculation","165","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"carbon dioxide (free)","calculation","pH >= 8.3","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"carbonate","Potentiometric titration method","14","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"carbonate hardness (as CaCO3)","Calculation (from alkalinity)","229","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"chloride","Automated ferricyanide colorimetric method","1540","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"chlorides (total as NaCl)","calculation","2540","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"chlorophyll a","Trichromatic: ethanol extraction","113","=","ug/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"chlorophyll b","Trichromatic: ethanol extraction","7.64","=","ug/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"colour - True","Filtered sample, spectrophotometry at 456nm","7","=","HU",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"dissolved solids","Calculation","2970","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"fluoride","Ion selective electrode method",".52","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"hardness (total as CaCO3)","Calculation","626","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"ion balance","calculation","-3.1","=","%",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"iron (total)","Acid digest: ICP2","1.859","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"magnesium (soluble)","Filtration (0.45 um): ICP","112","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"magnesium hardness (as CaCO3)","Calculation","461","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"nitrogen (total as N)","sum of oxidised N and TKN","3.43","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"noncarbonate hardness (as CaCO3)","Calculation","397","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction (field filtered sample)",".007","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"oxidised nitrogen (as NO3)","Colorimetric: Cd reduction",".03","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"pH","Electometric method","8.6","=","pH Units",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"phosphorus (sol as P)","MF(0.45um): colorimetry (field filtered)",".005","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"phosphorus (total as P)","Ascorbic acid: automated flow colorimetry (water)",".274","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"potassium (soluble)","Filtration (0.45 um): ICP","32","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"silica (reactive)","Auto (molybdate-reactive silica)","1","<","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"sodium (soluble)","Filtration (0.45 um): ICP","843","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"sodium adsorption ratio","Calculation","14.7","=","SAR",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"sodium to total cations ratio","calculation","73.4","=","percent",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"sulphate","0.45um filtration/1% HNO3, ICP emission spectro","250","=","mg/L",""
"Lake Albert - Water Level Recorder",21/09/2008 17:00:00,"total dissolved solids (by EC)","Calculated from EC (AWQC algorithm)","2900","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","10.52","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","3130","=","uS/cm",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","4.05","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"Volatile Suspended Solids","Muffle furnace @ 550C","62.2","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"alkalinity (as CaCO3)","Calculation","230","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".01","<","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"aluminium (total)","Acid digest: ICP2 (high level detection)","5.27","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"ammonia (as N)","Auto phenate method",".02","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"arsenic (inorganic)","Hydride generation: Ag DDC colorimetry",".001","<","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"bathymetric depth","Measured depth to bottom","1.2","=","Metres (m)",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"bicarbonate","potentiometric titration","265","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"calcium (soluble)","Filtration (0.45 um): ICP","69.6","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"carbonate","Potentiometric titration method","7","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"chloride","Automated ferricyanide colorimetric method","1500","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"chlorophyll pigments (total)","absorbance@665nm - 99% methanol","100","=","ug/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"iron (soluble)","Filtration (0.45 um): ICP2",".005","<","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"iron (total)","Acid digest: ICP2","5.35","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"magnesium (soluble)","Filtration (0.45 um): ICP","130","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"manganese (soluble)","Filtration (0.45 um): ICP2",".001","<","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"manganese (total)","Acid digest: ICP2",".069","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"nitrogen (total as N)","sum of oxidised N and TKN","4.06","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"organic carbon (dissolved)","Combustion: IR detection","14.1","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"organic carbon (total)","Combustion: IR detection","28.9","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction (field filtered sample)",".012","=","mg/L",""
"Lake Albert - Water Level Recorder",02/10/2008 18:25:00,"pH","Electometric method","8.4","=","pH Units",""
